project_number,bid_total,engineers_estimate,bid_days,start_date
C11725,4291121.42,4162315.4,223.8491318180076,2006-10-16
C11873,18936123.970000003,17101039.0,602.9935988347579,2011-12-05
C12372R,22294354.8,21959585.5,885.6031277549926,2016-01-25
C12490,5173115.36,5186935.0,125.91513664762928,2005-06-08
C12491-ALT,6110462.25,6268415.03,215.4547893748323,2007-06-23
C12560,3679885.56,2512647.75,440.0,2005-07-13
C12623,36591782.88,40123223.85,552.6275441757062,2006-09-20
C12810,1577525.55,1674015.2,139.90570738625473,2005-05-24
C12854,1992621.74,1750650.25,268.6189581816091,2009-11-09
C13003,11874901.5,11477207.47,545.6322588063935,2005-09-06
C13129R,18936708.95,19629992.6,621.181340794971,2007-01-11
C13141-ALT,29658540.2,28423183.0,1278.0,2007-11-07
C13192,48658183.42,53726855.55,816.0,2007-08-28
C13201,1136871.39,934375.2,125.91513664762928,2005-06-20
C13224R,4772309.08,5016526.75,372.0,2006-01-16
C13289,17483249.34,16509810.7,412.0,2006-07-12
C13385,7810544.479999999,9051960.0,475.6794051132661,2006-08-30
C13487RA,5167146.92,5607435.0,167.8868488635057,2007-04-02
C13506R,2856297.6,2799765.95,167.8868488635057,2005-03-18
C13579-ALT,14731461.6,12943881.6,693.0,2006-11-06
C13590,22577777.77,29060420.0,797.4625321016521,2008-02-26
C13605,1567370.35,1302477.15,179.0,2005-04-12
C13697,3475008.7,3424602.8,120.0,2005-09-19
C13808,12677252.28,14817041.45,363.7548392042624,2008-07-23
C13960,3109987.9,2946129.6,83.94342443175285,2006-06-19
C13970T-ALT A,11334604.05,11625035.56,280.0,2005-05-19
C14081,4182533.0,3779264.05,244.8349879259458,2005-11-10
C14086,1286055.5,1088541.5,125.91513664762928,2006-08-21
C14087,986717.7,1218114.2,111.9245659090038,2006-04-05
C14089-ALT,1561657.83,2008983.0,132.910422016942,2009-09-24
C14096,1009760.15,1151400.9,167.8868488635057,2005-06-21
C14136,612591.54,598671.0,100.0,2005-08-16
C14211,1210936.15,1264619.75,83.94342443175285,2005-03-28
C14214R,5628548.15,6018821.35,167.8868488635057,2006-04-10
C14234,6106038.53,5743020.0,300.7972708804477,2005-06-13
C14277,3809936.4,4468456.67,195.86799034075665,2007-07-23
C14284,70296.44,93344.29,20.98585610793821,2006-01-05
C14303R,3803294.94,3566794.5,167.8868488635057,2006-01-09
C14315,5774003.75,5741231.35,237.83970255663303,2005-10-03
C14322,565119.9,642570.0,78.34719613630266,2005-07-11
C14347R,2530719.4,2450001.5,158.0,2006-04-11
C14368,1865079.02,2143696.0,96.53493809651576,2007-03-01
C14373,1479416.28,1744387.15,104.92928053969104,2008-09-02
C14416,3921892.86,4021899.8,363.0,2006-05-30
C14417,2297514.54,2239307.1,195.86799034075665,2007-09-17
C14438,57817.0,86817.0,20.98585610793821,2005-04-15
C14440,1329494.6,1420162.2,97.93399517037832,2007-09-17
C14478,4354793.5,4421997.5,139.90570738625473,2006-02-14
C14507,2342259.14,2640096.75,48.96699758518916,2005-05-16
C14527R,1130569.0,1098533.0,62.95756832381464,2005-09-16
C14551RA-ALT,38112098.32,36992082.61,937.3682394879067,2006-12-06
C14556S,1528696.84,1555555.5,303.0,2006-09-01
C14557,8008939.59,8136315.3,391.7359806815133,2007-03-30
C14584,2059396.33,2674221.7,125.91513664762928,2005-12-08
C14598,18926154.14,17359550.0,531.641688067768,2006-08-14
C14611,781716.56,782312.6,83.94342443175285,2005-05-09
C14614,3176939.6,3982049.0,89.0,2006-05-30
C14615,1817381.45,1745685.0,97.93399517037832,2006-06-05
C14617,1721275.3,1790865.5,69.95285369312737,2006-06-19
C14620,1637466.38,1917005.0,65.0,2005-08-29
C14621,387890.95,406544.3,41.97171221587642,2005-08-01
C14623,1746398.1,1643945.5,83.94342443175285,2005-06-01
C14628,1049682.22,1059870.0,69.95285369312737,2005-07-25
C14630,2223419.03,2488037.2,160.89156349419295,2005-05-31
C14632,2555806.67,2582917.0,156.6943922726053,2005-04-25
C14633,3260892.51,3438956.0,97.93399517037832,2006-04-10
C14635,1098540.4,1048470.0,70.0,2006-06-12
C14636,3305627.05,2701476.0,120.0,2005-05-02
C14654,2926771.59,3152287.2,125.91513664762928,2008-01-07
C14663R,4668074.45,4730862.9,97.93399517037832,2005-06-01
C14683R,262263.2,284042.45,55.96228295450189,2005-09-17
C14698,5840671.25,5936906.2,125.91513664762928,2005-04-03
C14710,5045469.85,5312040.75,125.91513664762928,2005-08-01
C14773R,223802.7,309447.0,37.77454099428878,2007-05-08
C14777,6601236.02,7173926.55,419.7171221587642,2006-05-15
C14783R,427905.0,520225.0,182.0,2005-09-15
C14787,1888843.16,1801346.15,62.95756832381464,2005-04-25
C14810,822965.08,994635.0,83.94342443175285,2007-05-16
C14811,17603404.330000002,17956304.9,690.0,2006-10-02
C14819,845714.28,924293.0,90.93870980106558,2005-06-01
C14829,2875949.04,2261100.54,209.8585610793821,2006-09-11
C14838,8279513.82,8482959.45,279.81141477250947,2005-12-01
C14852,1637804.05,1337325.0,197.0,2005-05-19
C14855,444714.5,542421.0,118.91985127831651,2006-02-13
C14863,2132316.9,2211227.75,197.0,2006-03-21
C14890,5117945.0,5539270.5,503.6605465905171,2006-09-05
C14915,447496.1,466174.0,62.95756832381464,2007-03-13
C14923S,106704.75,95862.9,27.981141477250947,2005-05-01
C14924,392867.0,423685.0,239.0,2005-10-21
C14930R,1582889.62,2008149.45,362.0,2006-10-04
C14935R,4724744.98,4468507.5,514.0,2005-06-08
C14938,494704.0,450159.0,48.96699758518916,2005-04-12
C14942R,8048977.95,9065725.0,334.37464065314884,2006-03-02
C14950,2712022.25,2610741.7,125.91513664762928,2005-04-05
C14951,1243328.1,1006169.0,215.0,2005-02-28
C14959-ALT,6328529.09,6061893.55,439.3039211928399,2007-08-27
C14974,129752.5,139551.0,63.0,2005-03-31
C14976,4455763.069999999,5384771.0,251.8302732952585,2009-08-17
C14978,3217511.1,3505158.0,142.0,2005-05-27
C14979,2912372.55,2768707.75,170.0,2005-05-16
C14981,174645.0,229880.0,65.0,2006-08-28
C14986,12054086.36,11263592.6,251.8302732952585,2006-08-21
C15008,339099.15,354762.5,55.96228295450189,2005-06-01
C15009,778803.3,780124.9,89.53965272720303,2005-06-20
C15017,2370229.77,2456656.51,215.0,2005-03-31
C15023,1419027.3,1436808.0,118.91985127831651,2007-06-01
C15026,1489425.73,1247704.5,90.93870980106558,2008-01-02
C15027-ALT,2815815.2,2610596.25,185.0,2005-03-31
C15028R,1797383.69,2110550.75,144.0,2005-06-20
C15030,3321770.28,3576528.91,111.9245659090038,2005-05-02
C15031R,1082725.42,1139100.75,113.0,2005-04-25
C15032,5132660.53,4853103.25,179.0,2005-04-19
C15033,1059492.2,1038501.5,48.96699758518916,2005-07-11
C15035,1023605.46,879436.0,34.97642684656368,2005-03-15
C15039,3699713.66,4388712.7,118.91985127831651,2005-05-02
C15042,6998368.18,5936924.0,237.83970255663303,2012-05-04
C15049,5328455.17,5063292.05,288.20575721568474,2008-09-24
C15051,448448.0,648430.0,55.96228295450189,2005-12-30
C15052,523799.56,623746.0,62.95756832381464,2009-06-26
C15053,955736.5,972598.0,104.92928053969104,2005-05-02
C15060,1129802.45,1169629.4,55.96228295450189,2005-05-02
C15061,425058.2,433653.0,130.0,2006-02-21
C15064R,527240.0,533105.0,218.0,2005-10-07
C15065,4363308.99,4305309.1,83.94342443175285,2007-04-09
C15066,2959662.0,3399703.5,226.0,2006-01-18
C15067RB,4083618.2,3918928.18,180.0,2006-04-17
C15069,17275416.509999998,17618745.0,394.0,2008-05-08
C15070R,674019.75,599763.2,62.95756832381464,2005-09-26
C15072,520410.0,509097.5,62.95756832381464,2005-09-15
C15074,449882.5,434405.0,139.90570738625473,2005-03-28
C15076,255000.0,295090.0,48.96699758518916,2005-05-18
C15080,322191.6,345479.5,78.34719613630266,2005-07-28
C15095,8628074.05,10092297.5,167.8868488635057,2007-06-01
C15103,289752.18,358100.0,139.90570738625473,2005-05-18
C15104,122972.0,133425.0,55.96228295450189,2006-05-17
C15106,1283480.13,1295108.5,414.0,2006-06-13
C15107R,1373363.18,1420828.6,458.0,2006-07-19
C15108,1333668.88,1283055.0,662.0,2007-08-08
C15109,1047081.0,952884.75,309.0,2006-12-27
C15110,190970.0,249338.5,34.97642684656368,2005-08-15
C15111R,1513637.25,1464443.0,125.91513664762928,2006-10-30
C15135,4522513.3,5007144.4,153.8962781248802,2005-04-27
C15137,6249303.4,5772934.0,221.0,2006-02-07
C15139R,5847854.42,6121915.9,335.7736977270114,2005-10-24
C15141,2577365.95,2474392.2,118.91985127831651,2006-03-23
C15142,5798560.5,5429543.8,153.8962781248802,2006-04-03
C15144,4552264.0,4266148.96,153.8962781248802,2006-07-05
C15145R,3969728.35,3379162.75,111.9245659090038,2008-07-14
C15146,5794298.35,6437682.1,111.9245659090038,2008-01-28
C15148,1395084.77,1088469.95,139.90570738625473,2006-04-14
C15150,2319776.85,2124512.25,142.0,2006-01-11
C15154,285111.25,348328.0,62.95756832381464,2006-04-02
C15155R,13966285.67,14219922.65,918.0,2005-06-27
C15156,1913643.85,1715978.0,195.86799034075665,2005-06-20
C15157,2557832.76,2454497.1,139.90570738625473,2005-05-02
C15158,3184433.35,3789887.0,83.94342443175285,2005-04-20
C15159RB,5877051.15,5830027.8,119.0,2006-07-06
C15160,4933605.85,5190891.1,104.92928053969104,2006-04-04
C15161,442405.3,503151.0,55.96228295450189,2005-08-30
C15162,3943515.25,3587388.0,88.0,2005-07-06
C15168,1002439.05,1132531.0,27.981141477250947,2006-05-01
C15169,538822.0,631408.0,62.95756832381464,2005-10-24
C15174R,2567642.0,3891076.0,198.0,2006-03-30
C15175,217712.0,192106.85,15.38962781248802,2005-06-06
C15176,3362381.6,3376343.5,83.94342443175285,2008-03-25
C15179B,25711000.0,27250834.27,650.0,2007-02-07
C15180,193500.0,155688.0,55.96228295450189,2005-08-08
C15194,361992.0,365843.0,34.97642684656368,2006-05-14
C15195,3819931.0,3967487.0,215.0,2006-03-15
C15199,48230.0,47780.0,13.990570738625474,2005-07-05
C15200,304540.13,397144.0,20.98585610793821,2005-06-06
C15201S,11405683.5,9833551.0,349.76426846563686,2006-05-23
C15203RB,828332.4,845315.2,4.0,2005-08-29
C15204RA,496885.9,559280.9,18.0,2005-08-15
C15205R,1789459.8,1619673.0,153.8962781248802,2005-07-05
C15206,928517.9,978113.0,90.93870980106558,2005-10-03
C15207,916060.8,1261636.0,139.90570738625473,2006-06-01
C15209R,1692903.89,2181579.5,179.0,2006-03-06
C15217,596446.0,548514.0,111.9245659090038,2006-04-05
C15223,582604.67,793540.0,48.96699758518916,2005-09-27
C15225,587654.0,643872.85,34.97642684656368,2005-06-20
C15229,368801.18,492055.8,20.98585610793821,2006-01-11
C15231,342624.3,444828.4,139.90570738625473,2006-01-03
C15236,593870.9,868470.0,237.83970255663303,2006-11-06
C15261,3174436.5,3391904.95,69.95285369312737,2006-06-12
C15271,872770.0,736437.6,62.95756832381464,2005-06-27
C15272,1259439.92,1400001.0,69.95285369312737,2006-02-10
C15283,375032.73,520422.0,55.96228295450189,2008-02-27
C15288,466700.5,595860.0,83.94342443175285,2006-11-03
C15289,407512.36,336557.0,215.0,2005-10-24
C15290,4062848.89,3694929.5,117.52079420445398,2006-03-06
C15319,753599.0,811396.5,62.0,2006-06-01
C15320R,5542648.7,5580150.3,204.0,2006-04-11
C15321R,2250763.0,2162134.75,198.0,2006-04-17
C15326,280947.75,371517.25,55.96228295450189,2007-03-05
C15338,1088555.26,929166.0,135.7085361646671,2007-04-23
C15339,5447591.43,3986284.45,403.0,2010-09-07
C15349,2040422.08,2032132.25,181.8774196021312,2006-02-07
C15351,1126094.0,984090.5,69.95285369312737,2007-06-19
C15358,1204160.88,1406669.1,48.96699758518916,2006-06-04
C15359,1726368.4,1710465.3,83.94342443175285,2006-06-12
C15360,869775.8,849316.0,65.0,2006-06-05
C15361,2657491.25,3221312.61,97.93399517037832,2007-04-30
C15362,1433882.92,1754974.0,97.93399517037832,2007-05-21
C15363,1148761.7,1162824.8,69.95285369312737,2006-08-28
C15364,3058631.5,3326944.0,167.8868488635057,2007-04-02
C15365,4123078.14,3266591.98,139.90570738625473,2006-07-31
C15366,2396540.8,2945200.9,90.0,2007-06-17
C15368,525045.0,563231.0,195.86799034075665,2005-10-10
C15369,986750.0,1018740.0,129.0,2005-11-23
C15370,866980.0,1096460.0,69.95285369312737,2006-10-09
C15374R,218355.0,244473.0,183.0,2005-11-18
C15391,355920.5,322103.5,48.96699758518916,2006-02-27
C15392,249400.9,249216.8,55.96228295450189,2006-04-28
C15400,153748.96,151630.2,48.96699758518916,2007-04-23
C15402,40287126.82,36148774.0,489.6699758518916,2013-03-04
C15404,760000.0,760000.0,25.0,2005-06-24
C15406,2380980.05,2436772.55,55.96228295450189,2006-02-01
C15428,2467100.0,2775865.1,83.94342443175285,2006-03-08
C15429,2790697.45,3083933.5,76.9481390624401,2006-04-28
C15433,2933333.55,2997380.1,83.94342443175285,2006-05-30
C15434A,1236500.0,1128156.89,48.96699758518916,2006-06-12
C15435,2923453.45,3375916.0,69.95285369312737,2007-04-04
C15438,443623.75,461497.0,137.0,2006-04-04
C15488,4844123.93,5712144.6,430.0,2007-08-24
C15489,80122.17,105530.0,60.0,2006-04-18
C15490,2777777.0,2747049.48,153.8962781248802,2007-06-04
C15491,2419261.16,2980038.5,389.0,2009-09-08
C15492,851122.71,1516431.0,243.0,2006-10-16
C15493,578232.0,600440.0,55.96228295450189,2005-11-07
C15494,702481.0,899878.0,37.0,2011-10-25
C15498,396235.0,429999.0,186.0,2006-04-25
C15504,14374762.67,14098029.79,488.0,2008-07-02
C15505,205527.22,225354.0,43.0,2007-03-20
C15507,548670.08,533196.7,34.97642684656368,2006-07-10
C15508,1585500.0,1570994.3,48.96699758518916,2006-06-05
C15509,497454.0,502712.4,13.990570738625474,2007-06-28
C15510,674674.0,748650.7,26.0,2006-06-05
C15511,3792436.35,4077616.5,158.09344934646785,2009-06-09
C15514,4773079.65,4867600.58,111.9245659090038,2008-05-21
C15515R,4055794.53,4079237.65,83.94342443175285,2006-06-18
C15517,5198924.79,4419528.24,139.90570738625473,2006-04-30
C15525,106620.0,85860.0,34.97642684656368,2006-05-14
C15526,97243.28,98884.0,34.97642684656368,2006-04-18
C15527,141591.12,202358.0,41.97171221587642,2006-02-18
C15543,355247.78,443435.0,236.0,2006-03-10
C15544,335314.35,374046.0,55.96228295450189,2008-08-12
C15545,392973.0,382785.0,134.0,2006-04-14
C15548,3831830.3,2983500.0,266.0,2009-08-22
C15552,1077385.97,916800.5,104.92928053969104,2006-10-01
C15555,30172360.94,25356723.45,580.0,2008-05-15
C15560,871333.63,943961.0,139.90570738625473,2006-05-15
C15562,5730737.98,6655150.3,104.92928053969104,2006-04-18
C15564S,21614150.0,23130805.6,881.4059565334048,2008-09-14
C15566,71745.0,83930.0,14.0,2005-11-28
C15567,203119.1,281516.0,41.97171221587642,2006-04-26
C15568,2237574.9,1673560.5,139.90570738625473,2008-06-16
C15570,399752.79,396002.0,41.97171221587642,2007-07-09
C15573,3648394.17,4230014.81,209.0,2007-11-10
C15575,3597791.14,3856049.8,405.7265514201388,2009-06-08
C15576,4844120.65,4610163.0,545.6322588063935,2008-03-10
C15583,822321.0,1275275.0,157.0,2006-10-24
C15584,818472.25,830963.8,62.95756832381464,2006-05-02
C15585,2311991.69,2637408.0,72.75096784085247,2007-05-29
C15586,2364652.48,2736449.85,69.95285369312737,2007-05-07
C15590,285800.0,266104.25,27.981141477250947,2006-07-10
C15591,362927.25,402914.2,62.95756832381464,2006-10-01
C15595,695018.9,726665.5,53.0,2007-09-11
C15600,286049.5,249638.5,132.910422016942,2006-12-04
C15601,1780011.01,1500392.22,20.98585610793821,2007-04-30
C15607,219773.0,210034.0,62.95756832381464,2006-05-11
C15609,73752.81,89080.0,20.98585610793821,2006-05-24
C15611,53000.0,51000.0,31.0,2006-01-04
C15617,456066.97,380160.7,69.95285369312737,2006-07-19
C15618,2797888.9,3489212.45,139.90570738625473,2007-02-18
C15621,1063566.55,1151499.5,55.96228295450189,2007-06-11
C15630,579742.0,491196.0,52.0,2007-09-26
C15633,967652.85,928407.0,111.9245659090038,2007-06-09
C15634,232132.5,286330.0,48.96699758518916,2006-08-27
C15645,1031180.75,1053776.0,88.14059565334048,2006-09-11
C15652,2559169.65,2811842.0,111.9245659090038,2008-05-08
C15653,2924839.68,2667747.36,139.90570738625473,2010-06-06
C15654,442891.65,542810.25,55.96228295450189,2006-10-12
C15659R,703241.8,645618.6,20.98585610793821,2006-10-16
C15661R,985828.25,978094.5,83.94342443175285,2008-01-08
C15662,1711875.71,1665000.5,69.95285369312737,2006-09-06
C15663,498765.43,453992.4,50.0,2006-08-07
C15666,9323602.3,8786397.5,,
C15667,2587537.9,2949116.5,83.94342443175285,2007-06-04
C15668,2963668.63,3308883.5,72.75096784085247,2007-03-26
C15669,3030336.55,3521457.6,95.13588102265322,2007-06-11
C15671,5486601.9,6832068.8,104.92928053969104,2007-04-02
C15675,380390.5,498371.0,90.93870980106558,2007-01-16
C15676,841143.9299999999,915573.0,84.0,2007-12-17
C15678,640299.71,1125000.0,85.0,2006-08-25
C15697,2676489.56,2112037.7,132.910422016942,2011-01-31
C15699,1967361.92,2156610.7,307.7925562497604,2007-02-15
C15709,1068319.3,1109345.0,104.92928053969104,2006-09-24
C15710,2697045.45,2742875.75,125.91513664762928,2007-06-01
C15746,8997879.5,7827609.0,201.4642186362068,2007-02-26
C15747,734582.0,663891.0,83.94342443175285,2007-08-01
C15748,528135.17,590480.0,83.94342443175285,2007-07-09
C15751,1689662.64,1679740.4,69.95285369312737,2008-06-04
C15752R,439085.5,395769.0,83.94342443175285,2007-09-04
C15753,709850.0,806190.0,69.95285369312737,2006-12-13
C15763,3635675.58,4312252.55,125.91513664762928,2008-03-13
C15764,625811.84,825188.8,75.54908198857756,2008-04-01
C15766,2877507.36,3100273.85,97.93399517037832,2007-06-04
C15770,706432.45,886881.0,62.95756832381464,2007-06-25
C15771,381523.5,391263.5,41.97171221587642,2007-06-04
C15784R,1561305.75,1578283.45,139.90570738625473,2007-02-13
C15785,1139639.95,1477775.5,118.91985127831651,2007-10-01
C15790A,14839632.95,12882683.8,699.5285369312737,2012-01-09
C15808,293462.0,237240.0,83.94342443175285,2006-10-09
C15809,338332.0,348935.25,48.96699758518916,2009-03-02
C15815R,521239.95,659510.0,153.8962781248802,2007-10-22
C15819,1424425.0,1450756.96,27.981141477250947,2008-08-01
C15821R,939122.93,1217890.25,55.96228295450189,2008-09-02
C15827,9779611.989999998,10238983.0,407.1256084940013,2010-01-22
C15828,466133.0,419422.0,55.96228295450189,2007-03-05
C15832R,5359129.22,5490036.2,104.92928053969104,2007-05-10
C15833,457689.68,431832.52,8.394342443175285,2007-06-26
C15834,802999.0,781827.0,16.78868488635057,2007-07-24
C15835,5276036.85,3551522.5,104.92928053969104,2010-05-10
C15852R,4644444.44,5418685.25,419.0,2007-10-10
C15868,2287435.8,2268306.25,120.31890835217908,2008-05-02
C15873,1083000.0,1015221.75,248.0,2008-11-12
C15877,972690.7,1172706.0,83.94342443175285,2008-06-02
C15879,3795553.4,3314997.8,219.0,2007-11-14
C15883,7669001.1,11548853.5,297.0,2006-08-02
C15884,623715.96,660447.6,39.17359806815133,2008-08-04
C15898,7729214.100000001,5394350.4,383.0,2011-08-15
C15900,642889.56,509781.0,69.95285369312737,2007-07-30
C15901,543690.71,505319.0,86.0,2009-08-31
C15903R,1795394.0,2262221.15,426.0,2007-09-18
C15904,1047059.0,974789.4,83.94342443175285,2008-06-16
C15910,2159024.9,1839238.6,92.0,2007-07-09
C15914,9593034.3,10557149.65,167.8868488635057,2007-10-01
C15915,15189457.93,17657060.2,405.7265514201388,2009-03-31
C15916,6562928.8,6096687.5,225.0,2009-01-16
C15917A,4343762.3,4432395.0,219.0,2007-01-25
C15918,1993539.0,2023479.0,37.0,2008-03-28
C15919,4354792.7,5621152.05,172.0,2007-03-14
C15920,2969611.95,3321813.0,205.0,2007-04-10
C15922B,6097048.5,5912057.4,269.0,2007-02-21
C15923,636636.0,819788.8,27.981141477250947,2007-06-18
C15924,4276918.45,4232842.75,182.0,2007-05-03
C15925R,3238445.0,3386312.5,158.0,2007-03-13
C15927,3415296.65,3224579.5,75.0,2007-05-07
C15928,1479928.52,1602879.8,62.95756832381464,2008-06-04
C15929,432723.5,418183.76,52.0,2007-09-10
C15939,816806.1,905269.35,83.94342443175285,2008-05-05
C15943,2812764.1,2563035.0,111.9245659090038,2007-02-26
C15950,3665052.76,3540941.5,153.8962781248802,2008-10-29
C15951,1532512.79,1653875.0,90.0,2008-08-03
C15956,202702.0,240155.0,27.981141477250947,2007-07-20
C15967,1832020.35,2082441.0,75.54908198857756,2007-06-29
C15968R,376572.0,319835.0,50.366054659051706,2007-03-02
C15976,1063692.61,926130.07,62.95756832381464,2007-06-04
C15977,1746301.5,1269227.72,90.93870980106558,2007-07-17
C15985,494054.88,477600.0,55.96228295450189,2008-09-29
C16005,1060278.9,1095422.74,104.92928053969104,2007-07-11
C16006,389415.88,469776.75,41.97171221587642,2009-01-12
